Publication,Type,Method,Period,Revenue,Subscribers,Subscriptions,ARPU,Cancelations,Reason,Voluntary Churn,Involuntary Churn
All,All,All,2024-10-23,1043,2955,29550,0.35296108291032147,295,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1122,1162,1162,0.9655765920826161,116,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1362,1295,1295,1.0517374517374518,129,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1377,2929,5858,0.4701263229771253,292,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1261,2667,18669,0.4728158980127484,266,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1243,149,745,8.342281879194632,14,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1468,916,6412,1.6026200873362446,91,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1216,2080,14560,0.5846153846153846,208,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1158,1433,10031,0.8080949057920447,143,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1122,1162,1162,0.9655765920826161,116,Expired CC,Yes,No
All,All,All,2024-10-17,1362,1295,1295,1.0517374517374518,129,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1377,2929,5858,0.4701263229771253,292,Expired CC,No,Yes
All,All,All,2024-10-19,1261,2667,18669,0.4728158980127484,266,Deaseaed,Yes,No
All,All,All,2024-10-20,1243,149,745,8.342281879194632,14,Expired CC,Yes,Yes
All,All,All,2024-10-21,1468,916,6412,1.6026200873362446,91,Deaseaed,No,Yes
All,All,All,2024-10-22,1216,2080,14560,0.5846153846153846,208,Expired CC,Yes,No
All,All,All,2024-10-23,1158,1433,10031,0.8080949057920447,143,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1131,308,1848,3.6720779220779223,30,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1001,777,6993,1.2882882882882882,77,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1177,2673,2673,0.4403292181069959,267,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1339,2554,20432,0.524275646045419,255,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1136,861,4305,1.3193960511033682,86,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1386,2058,8232,0.673469387755102,205,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1344,2620,2620,0.5129770992366413,262,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1474,832,8320,1.7716346153846154,83,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1131,308,1848,3.6720779220779223,30,Expired CC,Yes,No
All,All,All,2024-10-17,1001,777,6993,1.2882882882882882,77,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1177,2673,2673,0.4403292181069959,267,Expired CC,No,Yes
All,All,All,2024-10-19,1339,2554,20432,0.524275646045419,255,Deaseaed,Yes,No
All,All,All,2024-10-20,1136,861,4305,1.3193960511033682,86,Expired CC,Yes,Yes
All,All,All,2024-10-21,1386,2058,8232,0.673469387755102,205,Deaseaed,No,Yes
All,All,All,2024-10-22,1344,2620,2620,0.5129770992366413,262,Expired CC,Yes,No
All,All,All,2024-10-23,1474,832,8320,1.7716346153846154,83,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1445,898,3592,1.6091314031180401,89,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1069,911,6377,1.173435784851811,91,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1213,2749,21992,0.4412513641324118,274,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1114,2442,4884,0.4561834561834562,244,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1400,783,1566,1.7879948914431674,78,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1260,2031,12186,0.620384047267356,203,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1121,2149,21490,0.5216379711493718,214,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1479,1859,11154,0.7955890263582571,185,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1445,898,3592,1.6091314031180401,89,Expired CC,Yes,No
All,All,All,2024-10-17,1069,911,6377,1.173435784851811,91,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1213,2749,21992,0.4412513641324118,274,Expired CC,No,Yes
All,All,All,2024-10-19,1114,2442,4884,0.4561834561834562,244,Deaseaed,Yes,No
All,All,All,2024-10-20,1400,783,1566,1.7879948914431674,78,Expired CC,Yes,Yes
All,All,All,2024-10-21,1260,2031,12186,0.620384047267356,203,Deaseaed,No,Yes
All,All,All,2024-10-22,1121,2149,21490,0.5216379711493718,214,Expired CC,Yes,No
All,All,All,2024-10-23,1479,1859,11154,0.7955890263582571,185,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1151,2159,21590,0.5331171838814266,215,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1460,1573,15730,0.9281627463445645,157,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1391,424,2544,3.2806603773584904,42,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1491,2183,15281,0.6830050389372423,218,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1147,2426,9704,0.4727947238252267,242,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1119,2888,17328,0.38746537396121883,288,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1410,1352,10816,1.0428994082840237,135,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1318,141,282,9.347517730496454,14,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1151,2159,21590,0.5331171838814266,215,Expired CC,Yes,No
All,All,All,2024-10-17,1460,1573,15730,0.9281627463445645,157,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1391,424,2544,3.2806603773584904,42,Expired CC,No,Yes
All,All,All,2024-10-19,1491,2183,15281,0.6830050389372423,218,Deaseaed,Yes,No
All,All,All,2024-10-20,1147,2426,9704,0.4727947238252267,242,Expired CC,Yes,Yes
All,All,All,2024-10-21,1119,2888,17328,0.38746537396121883,288,Deaseaed,No,Yes
All,All,All,2024-10-22,1410,1352,10816,1.0428994082840237,135,Expired CC,Yes,No
All,All,All,2024-10-23,1318,141,282,9.347517730496454,14,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1368,1328,2656,1.0301204819277108,132,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1083,2522,12610,0.42942109436954795,252,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1158,1201,1201,0.9641965029142381,120,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1064,849,1698,1.2532391048292109,84,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1271,951,4755,1.3364879074658254,95,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1237,2900,26100,0.426551724137931,290,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1418,834,5004,1.7002398081534773,83,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1423,201,1407,7.079601990049751,20,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1368,1328,2656,1.0301204819277108,132,Expired CC,Yes,No
All,All,All,2024-10-17,1083,2522,12610,0.42942109436954795,252,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1158,1201,1201,0.9641965029142381,120,Expired CC,No,Yes
All,All,All,2024-10-19,1064,849,1698,1.2532391048292109,84,Deaseaed,Yes,No
All,All,All,2024-10-20,1271,951,4755,1.3364879074658254,95,Expired CC,Yes,Yes
All,All,All,2024-10-21,1237,2900,26100,0.426551724137931,290,Deaseaed,No,Yes
All,All,All,2024-10-22,1418,834,5004,1.7002398081534773,83,Expired CC,Yes,No
All,All,All,2024-10-23,1423,201,1407,7.079601990049751,20,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1452,177,1239,8.203389830508474,17,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1226,2282,20538,0.537248028045574,228,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1229,747,6723,1.64524765729585,74,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1293,1126,4504,1.1483126110124333,112,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1075,319,319,3.3699059561128526,31,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1240,2080,4160,0.5961538461538461,208,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1173,2735,5470,0.42888482632541136,273,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1496,1443,1443,1.0367290367290367,144,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1452,177,1239,8.203389830508474,17,Expired CC,Yes,No
All,All,All,2024-10-17,1226,2282,20538,0.537248028045574,228,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1229,747,6723,1.64524765729585,74,Expired CC,No,Yes
All,All,All,2024-10-19,1293,1126,4504,1.1483126110124333,112,Deaseaed,Yes,No
All,All,All,2024-10-20,1075,319,319,3.3699059561128526,31,Expired CC,Yes,Yes
All,All,All,2024-10-21,1240,2080,4160,0.5961538461538461,208,Deaseaed,No,Yes
All,All,All,2024-10-22,1173,2735,5470,0.42888482632541136,273,Expired CC,Yes,No
All,All,All,2024-10-23,1496,1443,1443,1.0367290367290367,144,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1309,776,5432,1.6868556701030928,77,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1205,2373,18984,0.5077960387694901,237,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1173,708,4956,1.6567796610169492,70,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1490,1664,9984,0.8954326923076923,166,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1423,1484,7420,0.9588948787061995,148,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1368,431,2586,3.1740139211136893,43,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1047,1061,3183,0.9868049010367578,106,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1451,1184,11840,1.2255067567567568,118,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1309,776,5432,1.6868556701030928,77,Expired CC,Yes,No
All,All,All,2024-10-17,1205,2373,18984,0.5077960387694901,237,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1173,708,4956,1.6567796610169492,70,Expired CC,No,Yes
All,All,All,2024-10-19,1490,1664,9984,0.8954326923076923,166,Deaseaed,Yes,No
All,All,All,2024-10-20,1423,1484,7420,0.9588948787061995,148,Expired CC,Yes,Yes
All,All,All,2024-10-21,1368,431,2586,3.1740139211136893,43,Deaseaed,No,Yes
All,All,All,2024-10-22,1047,1061,3183,0.9868049010367578,106,Expired CC,Yes,No
All,All,All,2024-10-23,1451,1184,11840,1.2255067567567568,118,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1038,2205,6615,0.4707482993197279,220,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1443,1029,7203,1.402332361516035,102,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1166,2168,21680,0.5378228782287823,216,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1314,1147,8029,1.1455972101133391,114,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1176,1644,6576,0.7153284671532847,164,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1121,1913,9565,0.5859905906952431,191,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1448,2104,4208,0.688212927756654,210,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1216,698,698,1.7421203438395416,69,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1038,2205,6615,0.4707482993197279,220,Expired CC,Yes,No
All,All,All,2024-10-17,1443,1029,7203,1.402332361516035,102,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1166,2168,21680,0.5378228782287823,216,Expired CC,No,Yes
All,All,All,2024-10-19,1314,1147,8029,1.1455972101133391,114,Deaseaed,Yes,No
All,All,All,2024-10-20,1176,1644,6576,0.7153284671532847,164,Expired CC,Yes,Yes
All,All,All,2024-10-21,1121,1913,9565,0.5859905906952431,191,Deaseaed,No,Yes
All,All,All,2024-10-22,1448,2104,4208,0.688212927756654,210,Expired CC,Yes,No
All,All,All,2024-10-23,1216,698,698,1.7421203438395416,69,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1434,1469,4407,0.9761742682096665,146,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1240,2395,14370,0.5177453027139874,239,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1184,1532,9192,0.7728459530026109,153,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1205,723,2892,1.6666666666666667,72,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1406,1346,4038,1.0445765230312036,134,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1319,2811,2811,0.46922803272856634,281,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1141,589,5890,1.9371816638370118,58,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1176,391,1564,3.0076726342710995,39,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1434,1469,4407,0.9761742682096665,146,Expired CC,Yes,No
All,All,All,2024-10-17,1240,2395,14370,0.5177453027139874,239,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1184,1532,9192,0.7728459530026109,153,Expired CC,No,Yes
All,All,All,2024-10-19,1205,723,2892,1.6666666666666667,72,Deaseaed,Yes,No
All,All,All,2024-10-20,1406,1346,4038,1.0445765230312036,134,Expired CC,Yes,Yes
All,All,All,2024-10-21,1319,2811,2811,0.46922803272856634,281,Deaseaed,No,Yes
All,All,All,2024-10-22,1141,589,5890,1.9371816638370118,58,Expired CC,Yes,No
All,All,All,2024-10-23,1176,391,1564,3.0076726342710995,39,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1457,1216,2432,1.1981907894736843,121,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1365,2345,4690,0.582089552238806,234,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1191,2302,6906,0.5173761946133797,230,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1352,2341,21069,0.5775309696710808,234,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1117,1711,3422,0.6528345996493279,171,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1052,1967,19670,0.5348246059989832,196,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1282,739,2956,1.7347767253044655,73,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1270,1703,15327,0.7457428068115091,170,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1457,1216,2432,1.1981907894736843,121,Expired CC,Yes,No
All,All,All,2024-10-17,1365,2345,4690,0.582089552238806,234,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1191,2302,6906,0.5173761946133797,230,Expired CC,No,Yes
All,All,All,2024-10-19,1352,2341,21069,0.5775309696710808,234,Deaseaed,Yes,No
All,All,All,2024-10-20,1117,1711,3422,0.6528345996493279,171,Expired CC,Yes,Yes
All,All,All,2024-10-21,1052,1967,19670,0.5348246059989832,196,Deaseaed,No,Yes
All,All,All,2024-10-22,1282,739,2956,1.7347767253044655,73,Expired CC,Yes,No
All,All,All,2024-10-23,1270,1703,15327,0.7457428068115091,170,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1310,149,596,8.791946308724832,14,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1023,905,4525,1.1303867403314918,90,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1070,1186,10674,0.9021922428330523,118,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1463,2052,18468,0.7129629629629629,205,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1181,2980,8940,0.39630872483221474,298,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1142,1959,15672,0.5829504849412965,195,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1007,2350,9400,0.42851063829787234,235,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1227,2178,8712,0.5633608815426997,217,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1310,149,596,8.791946308724832,14,Expired CC,Yes,No
All,All,All,2024-10-17,1023,905,4525,1.1303867403314918,90,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1070,1186,10674,0.9021922428330523,118,Expired CC,No,Yes
All,All,All,2024-10-19,1463,2052,18468,0.7129629629629629,205,Deaseaed,Yes,No
All,All,All,2024-10-20,1181,2980,8940,0.39630872483221474,298,Expired CC,Yes,Yes
All,All,All,2024-10-21,1142,1959,15672,0.5829504849412965,195,Deaseaed,No,Yes
All,All,All,2024-10-22,1007,2350,9400,0.42851063829787234,235,Expired CC,Yes,No
All,All,All,2024-10-23,1227,2178,8712,0.5633608815426997,217,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1161,2948,20636,0.39382632293080055,294,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1353,656,3936,2.0625,65,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1388,1203,4812,1.1537822111388196,120,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1146,434,2170,2.640552995391705,43,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1471,726,5808,2.0261707988980717,72,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1428,584,4672,2.4452054794520546,58,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1019,1400,5600,0.7278571428571429,140,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1376,2944,17664,0.4673913043478261,294,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1161,2948,20636,0.39382632293080055,294,Expired CC,Yes,No
All,All,All,2024-10-17,1353,656,3936,2.0625,65,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1388,1203,4812,1.1537822111388196,120,Expired CC,No,Yes
All,All,All,2024-10-19,1146,434,2170,2.640552995391705,43,Deaseaed,Yes,No
All,All,All,2024-10-20,1471,726,5808,2.0261707988980717,72,Expired CC,Yes,Yes
All,All,All,2024-10-21,1428,584,4672,2.4452054794520546,58,Deaseaed,No,Yes
All,All,All,2024-10-22,1019,1400,5600,0.7278571428571429,140,Expired CC,Yes,No
All,All,All,2024-10-23,1376,2944,17664,0.4673913043478261,294,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1482,886,886,1.672686230248307,88,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1351,1752,17520,0.7711187214611872,175,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1319,345,1035,3.8231884057971013,34,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1345,1951,17559,0.6893900563813429,195,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1035,2017,6051,0.5131383242439266,201,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1285,2089,10445,0.6151268549545237,208,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1313,1468,14680,0.8944141689373297,146,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1008,1125,3375,0.896,112,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1482,886,886,1.672686230248307,88,Expired CC,Yes,No
All,All,All,2024-10-17,1351,1752,17520,0.7711187214611872,175,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1319,345,1035,3.8231884057971013,34,Expired CC,No,Yes
All,All,All,2024-10-19,1345,1951,17559,0.6893900563813429,195,Deaseaed,Yes,No
All,All,All,2024-10-20,1035,2017,6051,0.5131383242439266,201,Expired CC,Yes,Yes
All,All,All,2024-10-21,1285,2089,10445,0.6151268549545237,208,Deaseaed,No,Yes
All,All,All,2024-10-22,1313,1468,14680,0.8944141689373297,146,Expired CC,Yes,No
All,All,All,2024-10-23,1008,1125,3375,0.896,112,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1382,1925,1925,0.717922077922078,192,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1436,2473,14838,0.5806712494945411,247,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1266,1405,2810,0.901067615658363,140,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1189,2120,6360,0.5608490566037736,212,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1181,794,794,1.487405541561713,79,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1483,583,583,2.543739279588336,58,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1078,2524,5048,0.42709984152139463,252,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1220,2719,27190,0.4486943729312247,271,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1382,1925,1925,0.717922077922078,192,Expired CC,Yes,No
All,All,All,2024-10-17,1436,2473,14838,0.5806712494945411,247,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1266,1405,2810,0.901067615658363,140,Expired CC,No,Yes
All,All,All,2024-10-19,1189,2120,6360,0.5608490566037736,212,Deaseaed,Yes,No
All,All,All,2024-10-20,1181,794,794,1.487405541561713,79,Expired CC,Yes,Yes
All,All,All,2024-10-21,1483,583,583,2.543739279588336,58,Deaseaed,No,Yes
All,All,All,2024-10-22,1078,2524,5048,0.42709984152139463,252,Expired CC,Yes,No
All,All,All,2024-10-23,1220,2719,27190,0.4486943729312247,271,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1409,2113,16904,0.6668244202555608,211,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1108,1391,9737,0.796549245147376,139,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1109,2457,22113,0.45136345136345135,245,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1490,1037,7259,1.4368370298939248,103,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1485,191,1146,7.774869109947644,19,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1465,526,1578,2.785171102661597,52,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1115,878,7024,1.2699316628701594,87,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1066,1518,10626,0.7022397891963109,151,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1409,2113,16904,0.6668244202555608,211,Expired CC,Yes,No
All,All,All,2024-10-17,1108,1391,9737,0.796549245147376,139,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1109,2457,22113,0.45136345136345135,245,Expired CC,No,Yes
All,All,All,2024-10-19,1490,1037,7259,1.4368370298939248,103,Deaseaed,Yes,No
All,All,All,2024-10-20,1485,191,1146,7.774869109947644,19,Expired CC,Yes,Yes
All,All,All,2024-10-21,1465,526,1578,2.785171102661597,52,Deaseaed,No,Yes
All,All,All,2024-10-22,1115,878,7024,1.2699316628701594,87,Expired CC,Yes,No
All,All,All,2024-10-23,1066,1518,10626,0.7022397891963109,151,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1295,125,625,10.36,12,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1413,2876,17256,0.49130737134909597,287,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1030,2084,12504,0.4942418426103647,208,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1270,2039,20390,0.622854340362923,203,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1141,866,6062,1.3175519630484989,86,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1320,760,3800,1.736842105263158,76,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1225,1158,3474,1.0578583765112262,115,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1010,1767,8835,0.5715902659875495,176,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1295,125,625,10.36,12,Expired CC,Yes,No
All,All,All,2024-10-17,1413,2876,17256,0.49130737134909597,287,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1030,2084,12504,0.4942418426103647,208,Expired CC,No,Yes
